"name","city","state","zipcode","address","phone_no","page_url"
"H J Ziegler Heating Co Inc","Ashtabula","Ohio","44004","Ashtabula Ohio, US-44004","440-969-1141","https://www.trane.com/residential/en/dealers/h-j-ziegler-heating-co-inc-ashtabula-oh/"
"H & M Heating & Cooling, Inc.","Kettering","Ohio","45439","Kettering Ohio, US-45439","937-296-0454","https://www.trane.com/residential/en/dealers/h-and-m-heating-and-cooling-inc-kettering-oh/"
"GV’s Heating & Cooling, Inc.","Glenview","Illinois","60025","Glenview Illinois, US-60025","847-729-9190","https://www.trane.com/residential/en/dealers/gvs-heating-and-cooling-inc-glenview-il/"
"Gulf Coast Air Conditioning and Heating","Fort Walton Beach","Florida","32548","Fort Walton Beach Florida, US-32548","850-699-1595","https://www.trane.com/residential/en/dealers/gulf-coast-air-conditioning-and-heating-fort-walton-beach-fl/"
"GUADA COMA MECHANICAL, INC","New Braunfels","Texas","78130","New Braunfels Texas, US-78130","830-625-2420","https://www.trane.com/residential/en/dealers/guada-coma-mechanical-inc-new-braunfels-tx/"
"GROVE HEATING AND COOLING","Crofton","Maryland","21114","Crofton Maryland, US-21114","410-721-5595","https://www.trane.com/residential/en/dealers/grove-heating-and-cooling-crofton-md/"
"GRONER SERVICE","Hicksville","New York","11801","Hicksville New York, US-11801","516-935-8484","https://www.trane.com/residential/en/dealers/groner-service-hicksville-ny/"
"GRIMES HEATING & A/C","Fort Pierce","Florida","34946","Fort Pierce Florida, US-34946","772-461-8711","https://www.trane.com/residential/en/dealers/grimes-heating-and-a-c-fort-pierce-fl/"
"Griffis Heating Inc.","Auburn","Washington","98001","Auburn Washington, US-98001","253-735-3880","https://www.trane.com/residential/en/dealers/griffis-heating-inc-auburn-wa/"
"Greenwood Heating and Air Conditioning","Seattle","Washington","98134","Seattle Washington, US-98134","206-784-1818","https://www.trane.com/residential/en/dealers/greenwood-heating-and-air-conditioning-seattle-wa/"
"Mister Greenway, LLC","Bartlett","Tennessee","38133","Bartlett Tennessee, US-38133","901-754-1515","https://www.trane.com/residential/en/dealers/greenway-home-services-llc-bartlett-tn/"
"Greenway Home Services","Nashville","Tennessee","37217","Nashville Tennessee, US-37217","615-365-7800","https://www.trane.com/residential/en/dealers/greenway-home-services-of-nashville-llc-nashville-tn/"
"Greenville Comfort Systems","Greenville","Pennsylvania","16125","Greenville Pennsylvania, US-16125","724-588-8545","https://www.trane.com/residential/en/dealers/greenville-comfort-systems-greenville-pa/"
"GreenTree Air Conditioning Inc.","Pompano Beach","Florida","33431","Pompano Beach Florida, US-33431","954-657-8498","https://www.trane.com/residential/en/dealers/greentree-air-pompano-beach-fl/"
"Greene’s Plumbing Heating & Electrical","Tiffin","Ohio","44883","Tiffin Ohio, US-44883","419-443-8630","https://www.trane.com/residential/en/dealers/greenes-plumbing-heating-and-electrical-tiffin-oh/"
"GREAT WHITE MECHANICAL LLC","Midland Park","New Jersey","07432","Midland Park New Jersey, US-07432","201-797-0031","https://www.trane.com/residential/en/dealers/great-white-mechanical-llc-midland-park-nj/"
"GRANDE AIRE SERVICE","Boca Grande","Florida","33921","Boca Grande Florida, US-33921","941-964-1142","https://www.trane.com/residential/en/dealers/grande-aire-service-boca-grande-fl/"
"GRAHAM HTG & AIR COND","Cond Middlesboro","Kentucky","40965","Cond Middlesboro Kentucky, US-40965","606-248-8341","https://www.trane.com/residential/en/dealers/graham-htg-and-air-cond-middlesboro-ky/"
"Gossett A/C, Inc.","Spring","Texas","77379","Spring Texas, US-77379","281-353-9595","https://www.trane.com/residential/en/dealers/gossett-a-c-inc-spring-tx/"
"Gorman Mechanical","Azle","Texas","76020","Azle Texas, US-76020","817-238-1616","https://www.trane.com/residential/en/dealers/gorman-mechanical-azle-tx/"
"Gonzalez Heating & Cooling","El Paso","Texas","79936","El Paso Texas, US-79936","915-345-1282","https://www.trane.com/residential/en/dealers/gonzalez-heating-and-cooling-el-paso-tx/"
"Goldkamp Heating & Cooling","Florissant","Missouri","63031","Florissant Missouri, US-63031","314-839-3332","https://www.trane.com/residential/en/dealers/goldkamp-heating-and-cooling-florissant-mo/"
"Golden Rule Plumbing, Heating & Cooling","Sioux Falls","South Dakota","57103","Sioux Falls South Dakota, US-57103","605-789-5997","https://www.trane.com/residential/en/dealers/golden-rule-plumbing-heating-and-cooling-sioux-falls-sd/"
"Golden Rule A/C & Heating, LLC","Houston","Texas","77064","Houston Texas, US-77064","281-500-7874","https://www.trane.com/residential/en/dealers/golden-rule-a-c-and-heating-llc-houston-tx/"
"Golden Aire","Orangevale","California","95662","Orangevale California, US-95662","916-988-6137","https://www.trane.com/residential/en/dealers/golden-aire-orangevale-ca/"
"Goff Heating & Air Conditioning","Springfield","Missouri","65802","Springfield Missouri, US-65802","417-869-5203","https://www.trane.com/residential/en/dealers/goff-heating-and-air-conditioning-springfield-mo/"
"Godby Heating Plumbing Electrical","Indianapolis","Indiana","46268","Indianapolis Indiana, US-46268","317-471-8700","https://www.trane.com/residential/en/dealers/godby-heating-plumbing-electrical-indianapolis-in/"
"Glosson Heating & Cooling LLC","Foley","Alabama","36535","Foley Alabama, US-36535","251-923-7664","https://www.trane.com/residential/en/dealers/glosson-heating-and-cooling-llc-foley-al/"
"Glenn Aire Company","Granbury","Texas","76049","Granbury Texas, US-76049","817-326-5311","https://www.trane.com/residential/en/dealers/glenn-aire-company-granbury-tx/"
"Gleason & Elfering","Wauconda","Illinois","60084","Wauconda Illinois, US-60084","847-566-6009","https://www.trane.com/residential/en/dealers/gleason-and-elfering-wauconda-il/"
"GLADSTONE FURNACE COMPANY","Gladstone","Missouri","64118","Gladstone Missouri, US-64118","816-452-0400","https://www.trane.com/residential/en/dealers/gladstone-furnace-company-gladstone-mo/"
"Glacier Heating & Cooling","Central Point","Oregon","97502","Central Point Oregon, US-97502","541-664-0942","https://www.trane.com/residential/en/dealers/glacier-heating-and-cooling-central-point-or/"
"GK Mechanical, Inc.","Houston","Texas","77064","Houston Texas, US-77064","281-894-4484","https://www.trane.com/residential/en/dealers/gk-mechanical-inc-houston-tx/"
"Giesbrecht HVAC, Inc.","Martinez","Georgia","30907","Martinez Georgia, US-30907","706-547-0404","https://www.trane.com/residential/en/dealers/giesbrecht-hvac-inc-martinez-ga/"
"GIDEON HEATING & AIR COND.","Surf City","North Carolina","28445","Surf City North Carolina, US-28445","","https://www.trane.com/residential/en/dealers/gideon-heating-and-air-cond-surf-city-nc/"
"Giddens Air Conditioning","Tallahassee","Florida","32303","Tallahassee Florida, US-32303","850-562-0300","https://www.trane.com/residential/en/dealers/giddens-air-conditioning-tallahassee-fl/"
"Gessner Heating & Air Conditioning LLC","Navasota","Texas","77868","Navasota Texas, US-77868","936-825-2085","https://www.trane.com/residential/en/dealers/gessner-heating-and-air-conditioning-llc-navasota-tx/"
"Germain HVAC, LLC","Oakland","Maryland","21550","Oakland Maryland, US-21550","301-334-1077","https://www.trane.com/residential/en/dealers/germain-hvac-llc-oakland-md/"
"GEORGIA AIR CONTRACTORS, Inc","Stone Mountain","Georgia","30083","Stone Mountain Georgia, US-30083","770-498-6000","https://www.trane.com/residential/en/dealers/ga-air-contractors-inc-stone-mountain-ga/"
"George’s Commercial Refrigeration & Heating","Rogers","Arkansas","72758","Rogers Arkansas, US-72758","479-636-1470","https://www.trane.com/residential/en/dealers/georges-commercial-refrigeration-and-heating-rogers-ar/"
"George Sherman Corporation","Milton","Delaware","19958","Milton Delaware, US-19958","302-645-5267","https://www.trane.com/residential/en/dealers/george-sherman-corporation-de/"
"George M Hill & Sons, Inc.","Spartanburg","South Carolina","29303","Spartanburg South Carolina, US-29303","864-583-7930","https://www.trane.com/residential/en/dealers/george-m-hill-and-sons-inc-spartanburg-sc/"
"GEORGE CUNNINGHAM CO.,INC","Harlingen","Texas","78550","Harlingen Texas, US-78550","956-423-8437","https://www.trane.com/residential/en/dealers/george-cunningham-coinc-harlingen-tx/"
"GENES APPLIANCE Heating and A/C","Alton","Illinois","62002","Alton Illinois, US-62002","618-462-6732","https://www.trane.com/residential/en/dealers/genes-appliance-heating-and-a-c-alton-il/"
"General Air Conditioning Service Corp.","Greenville","South Carolina","29605","Greenville South Carolina, US-29605","864-299-8979","https://www.trane.com/residential/en/dealers/general-air-conditioning-service-corp-greenville-sc/"
"GENERAL AIR CONDITIONING INC.","San Antonio","Texas","78238","San Antonio Texas, US-78238","210-684-1907","https://www.trane.com/residential/en/dealers/general-air-conditioning-inc-san-antonio-tx/"
"GENE HENSLEY CO., INC.","Wichita","Kansas","67216","Wichita Kansas, US-67216","316-522-8116","https://www.trane.com/residential/en/dealers/gene-hensley-co-inc-wichita-ks/"
"Geiger Brothers Mechanical Contractors, Inc.","Jackson","Ohio","45640","Jackson Ohio, US-45640","740-286-0800","https://www.trane.com/residential/en/dealers/geiger-brothers-mechanical-contractors-inc-jackson-oh/"
"Gary Munson Heating & Air","Orlando","Florida","32806","Orlando Florida, US-32806","407-859-1494","https://www.trane.com/residential/en/dealers/gary-munson-heating-and-air-orlando-fl/"
"Gartman Mechanical Services Inc","Oshkosh","Wisconsin","54902","Oshkosh Wisconsin, US-54902","920-231-5530","https://www.trane.com/residential/en/dealers/gartman-mechanical-services-inc-oshkosh-wi/"
"GARNETT REFRIGERATION, INC.","Spotsylvania","Virginia","22553","Spotsylvania Virginia, US-22553","540-898-6461","https://www.trane.com/residential/en/dealers/garnett-refrigeration-inc-spotsylvania-va/"
"G & S Service","Westmont","Illinois","60559","Westmont Illinois, US-60559","630-968-3455","https://www.trane.com/residential/en/dealers/g-and-s-service-westmont-il/"
"Fusion Heating and Cooling LLC","Milton","West Virginia","25541","Milton West Virginia, US-25541","304-769-5809","https://www.trane.com/residential/en/dealers/fusion-heating-and-cooling-llc-milton-wv/"
"Fuel Services, Inc.","South Hadley","Massachusetts","01075","South Hadley Massachusetts, US-01075","413-532-3500","https://www.trane.com/residential/en/dealers/fuel-services-inc-south-hadley-ma/"
"FRUEH","Union","Missouri","63084","Union Missouri, US-63084","636-583-3780","https://www.trane.com/residential/en/dealers/frueh-union-mo/"
"Friendly Heating and Cooling","Mount Airy","North Carolina","27030","Mount Airy North Carolina, US-27030","336-789-6453","https://www.trane.com/residential/en/dealers/friendly-heating-and-cooling-mount-airy-nc/"
"Friedrich Htg & AC,  Inc","Williamstown","New Jersey","08094","Williamstown New Jersey, US-08094","856-589-0559","https://www.trane.com/residential/en/dealers/friedrich-htg-and-ac-inc-williamstown-nj/"
"FREYALDENHOVEN HTG & CLG INC","Conway","Arkansas","72032","Conway Arkansas, US-72032","501-329-2951","https://www.trane.com/residential/en/dealers/freyaldenhoven-htg-and-clg-inc-conway-ar/"
"FREW PLUMBING, HTG. & A/C, INC","Pittsburgh","Pennsylvania","15202","Pittsburgh Pennsylvania, US-15202","412-761-5711","https://www.trane.com/residential/en/dealers/frew-plumbing-htg-and-a-c-inc-pittsburgh-pa/"
"Freedom Heating & Air","Lancaster","Texas","75134","Lancaster Texas, US-75134","214-434-1391","https://www.trane.com/residential/en/dealers/freedom-heating-and-air-lancaster-tx/"
"FRED’S PLUMBING & AIR CONDITIONING, INC.","Maurice","Louisiana","70555","Maurice Louisiana, US-70555","337-893-5235","https://www.trane.com/residential/en/dealers/freds-plumbing-and-air-conditioning-inc-maurice-la/"
"Fred’s Home Services","Euclid","Ohio","44132","Euclid Ohio, US-44132","216-481-4200","https://www.trane.com/residential/en/dealers/freds-home-services-euclid-oh/"
"Fred’s Heating & Air","Omaha","Nebraska","68137","Omaha Nebraska, US-68137","402-895-3030","https://www.trane.com/residential/en/dealers/freds-heating-and-air-omaha-ne/"
"FRANKS AIR CONDITIONING","St. Cloud","Florida","34769","St. Cloud Florida, US-34769","407-870-7755","https://www.trane.com/residential/en/dealers/franks-air-conditioning-st-cloud-fl/"
"FRANKLIN HEATING COOLING & REFRIGERATION","Groveport","Ohio","43125","Groveport Ohio, US-43125","614-836-9119","https://www.trane.com/residential/en/dealers/franklin-heating-cooling-and-refrigeration-groveport-oh/"
"FRANK’S HEATING & REFRIGERATION","Crescent City","California","95531","Crescent City California, US-95531","707-464-9529","https://www.trane.com/residential/en/dealers/franks-heating-and-refrigeration-crescent-city-ca/"
"Fox Family Heating & Air Conditioning Inc.","Rancho Cordova","California","95742","Rancho Cordova California, US-95742","916-877-1577","https://www.trane.com/residential/en/dealers/fox-family-heating-and-air-conditioning-inc-rancho-cordova-ca/"
"Four Seasons Comfort LLC","Sheboygan","Wisconsin","53083","Sheboygan Wisconsin, US-53083","920-565-2095","https://www.trane.com/residential/en/dealers/four-seasons-comfort-llc-sheboygan-wi/"
"Foulks Southern Air","Hammond","Louisiana","70403","Hammond Louisiana, US-70403","985-348-0466","https://www.trane.com/residential/en/dealers/foulks-southern-air-hammond-la/"
"FOSTER PLUMBING & HEATING INC","Richmond","Virginia","23236","Richmond Virginia, US-23236","804-794-0912","https://www.trane.com/residential/en/dealers/foster-plumbing-and-heating-inc-richmond-va/"
"Foss Heating & Cooling","Mount Vernon","Washington","98273","Mount Vernon Washington, US-98273","360-336-1517","https://www.trane.com/residential/en/dealers/foss-heating-and-cooling-mount-vernon-wa/"
"Forrest Anderson Plumbing & Air Conditioning, Inc","Glendale","Arizona","85308","Glendale Arizona, US-85308","623-780-4060","https://www.trane.com/residential/en/dealers/forrest-anderson-plumbing-and-air-conditioning-inc-glendale-az/"
"Forest City Heating & A/C","Forest City","North Carolina","28043","Forest City North Carolina, US-28043","828-245-1379","https://www.trane.com/residential/en/dealers/forest-city-heating-and-a-c-forest-city-nc/"
"FLOW-TECH AIR CONDITIONING CORP.","Miami","Florida","33144","Miami Florida, US-33144","305-264-5051","https://www.trane.com/residential/en/dealers/flow-tech-air-conditioning-corp-miami-fl/"
"Flo-Rite Mechanical","San Antonio","Texas","78212","San Antonio Texas, US-78212","210-301-1173","https://www.trane.com/residential/en/dealers/flo-rite-mechanical-san-antonio-tx/"
"FLO-AIRE SERVICE","San Antonio","Texas","78217","San Antonio Texas, US-78217","210-655-1738","https://www.trane.com/residential/en/dealers/flo-aire-service-san-antonio-tx/"
"FLagstaff Comfort Systems","Flagstaff","Arizona","86003","Flagstaff Arizona, US-86003","928-774-9034","https://www.trane.com/residential/en/dealers/flagstaff-comfort-systems-flagstaff-az/"
"FL Green Team","Fort Myers","Florida","33912","Fort Myers Florida, US-33912","239-432-1500","https://www.trane.com/residential/en/dealers/fl-green-team-fort-myers-fl/"
"Fixd Services, LLC","Irving","Texas","75063","Irving Texas, US-75063","855-742-5522","https://www.trane.com/residential/en/dealers/fixd-services-llc-irving-tx/"
"Five Star Heating & Air, Inc.","Palatine","Illinois","60074","Palatine Illinois, US-60074","847-359-4534","https://www.trane.com/residential/en/dealers/five-star-heating-and-air-inc-palatine-il/"
"Five Star Heating & Air LLC.","Carpentersville","Illinois","60110","Carpentersville Illinois, US-60110","847-551-5576","https://www.trane.com/residential/en/dealers/five-star-heating-and-air-llc-carpentersville-il/"
